,MCL1-DG_BC2CTUACXX_ACTTGA_L002_R1,MCL1-DH_BC2CTUACXX_CAGATC_L002_R1,MCL1-DI_BC2CTUACXX_ACAGTG_L002_R1,MCL1-DJ_BC2CTUACXX_CGATGT_L002_R1,MCL1-DK_BC2CTUACXX_TTAGGC_L002_R1,MCL1-DL_BC2CTUACXX_ATCACG_L002_R1,MCL1-LA_BC2CTUACXX_GATCAG_L001_R1,MCL1-LB_BC2CTUACXX_TGACCA_L001_R1,MCL1-LC_BC2CTUACXX_GCCAAT_L001_R1,MCL1-LD_BC2CTUACXX_GGCTAC_L001_R1,MCL1-LE_BC2CTUACXX_TAGCTT_L001_R1,MCL1-LF_BC2CTUACXX_CTTGTA_L001_R1
24656,5050,4324,2734,2939,3778,3254,3062,3089,1612,1633,1156,1128
24657,55,42,85,78,61,56,66,86,78,60,50,40
24658,1136,1084,951,860,986,988,1867,2111,2190,1823,1342,1455
24659,1,0,3,3,0,0,2,0,2,1,3,1
24660,1,0,4,0,0,0,1,0,0,0,1,0
24661,1,0,4,3,3,1,1,9,47,35,34,41
24662,2021,2756,2607,2915,1821,1413,4081,3969,4364,4124,636,470
24663,176,152,139,108,99,111,885,1008,839,845,272,235
24664,8,6,3,6,3,3,25,29,21,18,7,8
24665,0,0,0,0,0,0,2,0,3,0,0,0
24666,13,7,3,5,4,5,3,2,4,3,0,2
24667,49,45,39,74,25,23,2,2,0,1,1,1
24668,2,0,42,40,21,13,258,274,1268,1451,2351,2079
24669,0,0,0,0,0,0,0,0,0,1,5,6
24670,0,2,2,0,0,0,0,0,6,2,0,2
24671,15,21,16,5,3,3,6,7,5,11,11,13
24672,0,0,0,2,0,0,1,3,7,4,2,4
24673,34,31,97,68,13,38,1120,1194,1914,2101,2484,2552
24674,1258,1341,88,219,46,56,1129,1122,61,106,54,51
24675,29,25,7,14,1,8,664,1134,185,298,1415,1380
24676,0,0,0,0,0,0,0,0,0,0,0,0
24677,2,3,6,3,3,2,1,0,0,0,0,0
24678,1615,1323,1627,1549,1493,1517,1022,1017,717,766,570,627
24679,54,55,59,47,57,53,34,46,23,26,22,25
24680,1151,1317,1579,1424,1134,1050,962,1104,1061,1187,659,684
24681,769,915,1034,1020,965,828,646,792,687,833,711,670
24682,869,845,980,802,957,1017,1118,1432,2105,2443,1940,2116
24683,78549,59022,110725,143338,155785,136085,791,903,461,566,357,367
24684,6163,6804,5651,5334,4982,5366,6203,8037,15323,16101,8033,7235
24685,0,0,0,0,0,0,0,0,0,0,0,0
24686,1587,1640,2087,1801,1274,1146,1717,1771,1709,1632,755,717
24687,1366,1394,2062,1795,1431,1445,1427,1704,1715,1490,631,673
24688,2,3,1,0,5,5,2,3,0,4,0,0
24689,0,0,0,0,0,0,0,0,0,0,0,0
24690,0,0,0,0,0,0,0,0,0,0,0,0
24691,0,0,0,0,0,0,0,0,0,0,0,0
24692,0,1,0,1,1,2,0,0,0,0,0,0
24693,1095,936,833,647,398,375,1291,1390,1211,1048,388,395
24694,245,221,154,133,82,92,396,329,181,131,81,95
24695,1,2,2,0,2,1,0,2,0,2,0,1
24696,0,0,5,2,0,2,2,0,0,0,0,0
24697,0,0,0,0,0,0,0,0,0,0,0,0
24698,1683,1623,2530,2681,2024,2307,736,687,799,1031,587,590
24699,8,6,11,7,6,5,0,7,7,6,4,10
24700,5,6,0,1,1,1,0,3,0,1,1,0
24701,84,127,62,81,58,59,55,55,12,19,11,5
24702,412,407,265,194,134,166,239,225,184,129,69,76
24703,0,0,0,0,0,0,0,0,0,0,0,0
24704,1511,1103,2073,2132,3217,2476,933,958,1273,1341,1152,1191
24705,1588,1412,1492,1466,1479,1403,1532,1413,978,880,476,498
24706,26,24,36,39,38,33,58,75,44,62,48,30
24707,20,27,10,14,11,10,3,5,4,1,2,2
24708,99,122,244,577,651,526,1459,930,346,507,147,148
24709,0,0,2,0,0,0,0,0,3,2,0,0
24710,0,0,0,0,0,0,0,0,0,0,1,0
24711,420,364,244,230,213,237,242,289,277,292,91,111
24712,757,567,563,466,465,420,659,674,619,562,510,527
24713,4,1,0,4,1,0,0,0,0,0,0,0
24714,0,0,0,0,0,0,0,0,0,0,0,0
24715,0,0,0,0,0,0,0,0,0,0,0,0
24716,0,3,3,5,3,2,0,0,12,5,3,3
24717,103,109,131,147,202,219,32,26,13,23,12,8
24718,104,112,1191,1140,890,899,32,24,10,10,2,0
24719,0,0,2,1,2,4,0,0,0,1,0,0
24720,7,10,17,26,6,1,206,215,185,189,75,60
24721,1995,3524,3965,3371,611,319,75082,91629,59277,63254,15590,11963
24722,128,169,197,199,196,188,448,429,346,375,171,171
24723,0,1,0,0,0,0,8,3,0,0,5,3
24724,0,1,0,0,0,0,0,0,0,0,0,0
24725,5,9,8,10,4,7,10,13,3,3,1,0
24726,0,0,0,0,1,0,1,0,1,0,0,0
24727,24,24,30,29,25,11,41,32,48,35,31,29
24728,328,315,323,327,330,283,481,475,446,383,877,991
24729,661,621,603,462,350,335,971,934,635,576,381,330
24730,20,26,14,11,11,9,34,23,28,29,38,32
24731,1073,889,1398,1281,1057,992,1218,1190,2698,2788,5263,5992
24732,220,271,156,129,213,229,310,357,205,306,264,218
24733,89,49,38,38,71,87,284,240,167,198,74,84
24734,33,23,70,75,49,51,10,15,3,6,1,1
24735,781,748,1293,1640,1561,1250,841,662,251,498,85,54
24736,149,169,143,144,158,178,317,311,217,261,181,188
24737,57,41,41,30,43,55,204,242,136,132,52,55
24738,333,313,333,249,230,202,505,476,701,608,411,428
24739,1584,1533,1511,1291,1153,975,1025,913,762,706,439,476
24740,677,629,969,896,1034,863,525,605,434,404,226,243
24741,106,140,275,292,360,293,8,8,7,3,2,1
24742,8,7,2,8,20,9,1,0,0,0,2,1
24743,2,0,1,0,1,0,0,0,0,0,0,0
24744,0,0,0,0,0,0,0,0,0,0,0,0
24745,0,0,0,2,0,0,0,0,0,0,0,0
24746,42,41,169,267,241,224,0,1,1,0,1,0
24747,122,141,325,361,317,350,0,2,0,1,0,2
24748,0,0,2,1,0,0,0,0,0,0,0,0
24749,356,388,683,680,1010,1091,3,9,7,1,2,1
24750,8,6,17,9,6,5,13,14,1,0,8,9
24751,0,0,0,0,0,0,1,0,0,0,0,0
24752,463,462,386,348,326,274,820,955,663,766,913,880
24753,6,8,3,5,4,7,2,3,1,1,6,2
24754,3388,3483,2921,2567,2281,1995,3352,3519,3023,2588,2205,2103
24755,344,311,217,157,128,125,791,687,432,576,1217,1097
24756,0,0,0,0,0,0,0,0,0,0,0,0
24757,0,1,0,0,0,0,0,0,0,0,0,0
24758,0,0,0,0,0,0,0,0,0,0,0,0
24759,1007,759,990,704,622,562,848,933,1043,866,280,308
24760,0,0,0,0,0,0,0,0,0,0,0,0
24761,133,135,86,124,251,243,282,268,196,234,330,285
24762,608,518,791,797,704,667,193,124,62,66,46,35
24763,7,10,13,19,30,29,3,3,0,2,0,1
24764,1121,1058,548,596,621,576,1082,908,807,643,759,872
24765,750,658,530,411,426,431,722,724,463,423,235,270
24766,1442,1493,2226,1915,1231,1155,2084,2381,2665,2382,2378,2451
24767,1030,896,939,829,834,900,949,991,633,553,331,327
24768,3,1,1,3,4,3,2,0,0,0,0,0
24769,13,1,2,5,1,1,20,15,1,1,1,1
24770,0,0,0,0,0,0,0,0,0,0,0,0
24771,0,0,0,0,0,0,0,0,0,0,0,0
24772,0,0,0,1,2,0,0,0,0,0,0,0
24773,7,10,4,2,1,4,0,2,0,0,0,0
24774,0,0,0,0,0,0,0,0,0,0,0,0
24775,0,0,0,0,0,0,0,0,0,0,0,0
24776,11,8,6,2,0,0,3,0,0,0,0,1
24777,743,671,646,619,907,719,487,465,505,466,261,261
24778,47,39,39,57,84,89,28,30,20,23,8,10
24779,402,497,430,466,666,700,338,333,222,249,119,123
24780,2143,1605,2810,2285,2022,1768,1871,1870,1751,1359,1368,1546
24781,20,21,14,8,1,2,563,980,20,27,5,6
24782,0,1,0,0,0,0,1,4,0,2,0,0
24783,1369,1186,1340,1350,1115,1005,786,774,157,184,166,202
24784,703,717,775,683,543,533,1021,1034,705,616,518,487
24785,7,14,38,55,46,25,4,11,3,0,0,1
24786,1356,1295,1362,1079,1164,1067,2056,2275,2105,1886,1653,1551
24787,60,82,87,85,109,97,7,20,9,7,19,21
24788,1,1,8,1,2,2,1,1,2,0,2,1
24789,1141,919,1018,965,794,673,865,911,866,664,494,482
24790,7,4,2,1,0,1,1,0,0,0,0,0
24791,0,0,0,0,0,0,1,1,0,0,0,0
24792,3,3,2,1,0,2,24,27,5,1,20,39
24793,1268,1068,1044,831,709,587,2299,2359,558,517,522,551
24794,583,451,519,474,475,466,744,771,473,404,280,281
24795,23,17,15,12,5,11,54,65,16,17,4,4
24796,24,15,97,60,16,12,12,22,16,6,55,51
24797,919,916,1310,1129,850,736,1687,1857,2180,1956,1366,1282
24798,2,0,1,1,0,2,0,2,0,0,0,1
24799,776,828,856,761,895,884,597,642,321,301,110,100
24800,0,0,0,0,0,0,1,0,0,0,1,1
24801,15,8,8,7,13,8,4,9,11,7,6,0
24802,2603,2322,2117,1879,1718,1653,1050,1061,346,233,178,205
24803,78,47,14,14,20,19,53,58,11,9,15,3
24804,3452,3183,5007,4508,3438,3010,3187,2893,1043,794,989,952
24805,1265,1212,1166,929,772,688,3606,3411,477,341,169,175
24806,804,817,950,822,836,829,805,923,487,505,219,216
24807,25,30,54,34,11,21,131,107,11,6,3,0
24808,6,6,8,11,15,12,1,1,0,0,0,0
24809,219,203,511,435,466,387,9,20,5,0,3,4
24810,249,269,240,257,267,333,703,680,243,219,87,74
24811,660,557,628,518,404,430,846,794,860,688,467,518
24812,106,59,67,81,105,83,159,124,69,63,81,71
24813,1505,1337,1487,1356,1611,1445,1102,1171,561,498,313,356
24814,6,10,9,12,5,0,10,17,18,9,4,5
24815,2476,2061,2619,2006,1914,1713,1328,1399,1082,874,578,558
24816,1,2,4,0,4,1,2,4,1,4,1,4
24817,5,5,10,6,8,6,11,13,4,11,13,7
24818,1424,1166,1327,1256,1114,1124,1611,1753,1078,1152,520,543
24819,102,85,54,59,70,79,142,167,94,132,52,61
24820,418,357,328,360,313,369,561,515,369,354,195,187
24821,0,0,0,0,0,0,0,0,0,0,0,0
24822,3,4,3,1,2,1,1,2,1,3,0,1
24823,1421,859,1157,823,947,1165,1185,1285,2293,1951,1658,1568
24824,0,0,0,0,0,2,0,0,1,0,0,0
24825,176,234,260,312,250,285,418,469,287,298,196,214
24826,16,9,14,15,2,3,229,235,167,211,135,128
24827,6,8,6,16,1,3,7,14,6,3,2,2
24828,1454,1312,1734,1494,938,826,2590,2366,3112,2719,2977,3018
24829,145,117,178,158,185,175,209,176,102,92,96,133
24830,264,145,257,202,230,173,443,474,471,366,872,977
24831,784,581,665,492,440,456,1613,1781,1723,1442,982,981
24832,249,157,146,103,186,181,622,644,367,354,206,222
24833,1,3,0,1,3,2,2,0,0,1,1,5
24834,4,3,6,3,4,5,6,13,1,3,4,8
24835,0,1,0,0,0,0,0,0,0,0,0,0
24836,429,381,403,328,326,290,610,634,398,287,283,352
24837,0,0,0,0,0,0,0,0,0,0,0,0
24838,3,3,1,5,5,4,0,2,0,0,0,0
24839,259,196,217,140,118,121,467,586,537,485,218,215
24840,3042,2709,2350,2069,1943,1847,2714,2774,3029,2619,948,962
24841,92,51,68,45,47,64,149,175,301,275,73,94
24842,524,400,486,535,585,601,475,494,438,472,552,506
24843,315,472,215,233,116,106,99,186,114,99,788,1005
24844,1,1,1,0,0,0,1,0,0,0,0,1
24845,0,3,1,0,1,0,8,4,2,0,7,1
24846,1,0,0,0,0,0,0,1,0,0,1,0
24847,111,86,14,11,2,2,112,108,43,14,2,0
24848,74,65,159,131,80,89,17,22,17,11,15,14
24849,31,20,13,14,5,11,2,3,2,0,3,4
24850,2,0,2,0,1,0,0,0,0,0,0,0
24851,626,554,556,439,686,531,474,505,164,153,239,192
24852,302,290,293,327,403,452,238,292,126,134,60,78
24853,64,103,144,130,241,219,20,34,16,9,20,22
24854,0,0,0,1,0,0,0,0,0,0,0,0
24855,0,0,0,0,0,0,0,0,0,0,0,0
24856,0,0,0,0,0,0,0,0,0,0,0,0
24857,208,147,258,176,129,181,44,54,10,5,3,3
24858,714,559,274,195,221,227,790,832,755,704,166,195
24859,6849,6674,8144,7161,9342,8147,3269,3286,2536,2507,1482,1466
24860,86,122,32,37,154,164,34,45,60,101,48,56
24861,92,93,73,70,43,27,0,6,2,4,2,0
24862,4116,3816,4277,3856,3481,3563,2128,2037,6589,5626,2753,2815
24863,79,75,82,69,43,32,123,107,97,84,47,46
24864,529,442,465,356,260,262,643,634,712,617,472,482
24865,228,152,105,133,156,128,254,269,78,68,22,29
24866,7325,9108,9736,8580,6986,5318,5140,6161,4212,3960,1823,1689
24867,1253,1262,1021,931,652,545,1733,1602,1578,1422,646,655
24868,14,15,12,7,7,7,9,16,14,7,2,10
24869,0,0,0,0,0,0,2,1,1,0,0,1
24870,193,219,162,201,180,159,79,96,13,15,8,4
24871,0,0,0,0,0,0,0,0,0,0,0,0
24872,0,0,0,0,1,0,0,0,0,0,0,0
24873,834,819,628,601,669,783,798,849,687,723,369,408
24874,11688,11163,13644,12309,11207,10715,12122,13018,10407,11178,11070,11257
24875,0,0,0,1,0,0,0,0,0,0,0,0
24876,17,8,4,2,4,5,23,20,4,4,9,8
24877,14,9,27,18,22,34,27,36,9,13,27,28
24878,1853,1744,1506,1400,2425,2067,593,550,229,286,161,185
24879,15,18,17,4,0,0,39,40,133,84,10,9
24880,5,5,1,2,3,4,0,1,4,1,1,0
24881,1,0,1,1,0,0,8,0,3,2,0,0
24882,0,0,0,0,0,0,0,0,0,0,0,0
24883,209,196,126,83,63,45,2713,3003,615,585,124,155
24884,5,2,1,4,1,1,6,6,2,0,0,0
24885,534,443,260,266,321,327,369,413,95,81,49,39
24886,26,31,12,8,15,11,13,21,5,2,0,0
24887,176,245,120,125,143,109,28,35,4,5,1,2
24888,12,7,7,5,28,18,0,0,0,0,0,0
24889,1690,2133,1493,1119,2590,2311,1216,1597,1589,1469,607,684
24890,0,0,0,0,0,0,8,8,5,4,3,0
24891,1,3,0,0,0,0,0,0,0,0,0,0
24892,0,0,0,0,0,0,0,0,0,0,0,0
24893,2,1,0,5,0,0,1,2,5,4,1,0
24894,33,17,17,13,21,30,5,3,7,2,8,2
24895,4052,4472,4324,4088,2570,2759,3319,4560,4438,4159,1786,1645
24896,10972,11051,11086,8813,4261,3850,19927,21554,17508,15752,5847,5753
24897,564,548,417,256,39,42,522,607,302,169,111,97
24898,3,0,6,9,14,8,42,26,10,7,10,6
24899,1062,953,1036,778,641,605,638,640,455,334,194,187
24900,2,0,1,0,0,0,2,2,0,0,0,1
24901,14,12,20,10,9,7,12,7,4,1,0,0
24902,0,0,0,0,0,0,0,0,0,0,1,0
24903,0,0,0,0,0,0,0,0,0,0,0,0
24904,0,0,0,0,0,0,0,0,0,0,0,0
24905,1287,1226,1230,1108,1093,1009,2107,2131,1346,1012,762,757
24906,20,19,18,29,27,25,15,12,11,12,8,2
24907,21,19,16,14,27,23,11,20,10,7,1,1
24908,52,60,27,28,16,10,10,15,3,4,0,2
24909,5176,5961,4983,4954,4422,3117,3423,3661,2102,2046,646,560
24910,205,176,200,154,118,148,818,933,481,582,623,583
24911,19,9,21,9,13,3,27,13,11,17,9,5
24912,7,11,2,4,1,2,2,1,0,0,1,0
24913,819,668,807,686,668,637,710,872,1055,898,401,390
24914,10,8,7,6,15,7,4,12,3,6,0,0
24915,599,619,690,695,646,600,407,497,355,314,159,161
24916,78,44,71,49,63,58,97,81,76,64,75,67
24917,2,1,0,0,0,0,2,0,2,1,0,0
24918,672,569,575,645,726,764,958,989,727,674,580,566
24919,2064,1778,3120,2871,1182,1287,3124,3247,3312,3104,1162,1585
24920,700,658,493,452,151,156,165,118,23,18,7,7
24921,0,0,0,0,0,0,0,0,0,0,0,0
24922,3,0,1,1,2,1,4,6,2,0,0,1
24923,0,0,1,0,0,0,0,0,0,0,0,0
24924,1,0,0,0,0,0,1,1,0,0,1,0
24925,261,270,212,154,59,70,283,311,227,115,239,218
24926,20330,22256,20505,17276,10813,10099,24821,26291,22532,19599,8695,8558
24927,10,12,9,11,9,5,9,3,7,12,2,5
24928,25,22,34,24,17,9,29,20,33,29,11,21
24929,176,201,179,185,285,246,346,283,296,287,101,115
24930,1326,1464,1945,1942,1621,1448,1084,1249,1027,923,1256,1311
24931,272,390,549,479,300,185,344,412,511,366,145,164
24932,525,487,375,339,228,223,530,429,245,105,180,182
24933,526,404,483,359,434,468,334,341,278,212,212,198
24934,13,12,19,15,16,16,21,23,20,12,5,2
24935,1326,1234,1429,1322,1266,1097,1702,2141,1509,1561,688,718
24936,1411,2059,5258,4217,2067,1272,1583,1801,2303,1610,1311,978
24937,1,2,16,14,5,2,0,8,9,5,4,4
24938,469,376,441,370,383,418,494,541,435,332,349,323
24939,1297,1155,860,693,555,523,3141,2908,2266,1816,1282,1257
24940,2549,2306,2817,2549,2858,2522,2772,2913,1693,1620,1242,1251
24941,470,508,698,493,264,256,57,46,2,4,12,5
24942,1,1,9,5,6,6,18,13,1,1,3,5
24943,0,0,0,0,0,0,1,0,0,0,1,0
24944,161,133,86,81,97,105,233,275,301,252,190,161
24945,42,43,15,34,17,15,7,16,2,2,11,8
24946,804,757,967,767,859,902,1117,1412,1677,1499,1957,1714
24947,835,695,445,351,419,436,379,397,205,203,193,186
24948,7,3,6,11,6,11,1,1,4,2,0,1
24949,11,4,27,24,24,17,2,1,6,4,17,9
24950,453,309,744,1035,2481,2456,63,43,5,4,4,11
24951,0,2,1,0,3,2,1,1,2,0,2,6
24952,98,85,101,79,109,119,108,81,44,48,39,47
24953,1070,967,795,855,980,969,737,758,527,493,257,257
24954,4,2,1,1,4,2,0,0,0,0,0,0
24955,3,2,9,6,5,2,0,0,0,0,0,0
24956,2594,2323,1961,2304,4131,3032,514,557,1016,1224,711,642
24957,41,31,34,22,16,8,17,20,28,12,44,38
24958,0,0,0,0,0,0,0,0,0,0,0,0
24959,252,162,286,228,344,329,12,10,8,7,5,2
24960,2964,3057,3508,3296,3175,2723,1260,1565,853,830,448,364
24961,2867,2727,2611,2177,2659,2650,2091,2185,1575,1535,764,780
24962,429,433,481,483,627,657,513,507,416,428,418,405
24963,294,309,174,150,13,2,375,368,259,151,263,208
24964,1052,933,802,797,1071,829,994,1089,718,639,241,288
24965,2325,2339,2740,2451,1998,1696,1821,2041,1905,1728,1451,1373
24966,18,10,17,10,16,12,12,21,14,2,3,5
24967,1225,1136,1004,990,1212,1233,921,1070,703,615,411,389
24968,153,147,117,87,122,106,563,525,785,697,545,474
24969,717,357,95,93,146,159,206,174,93,112,32,29
24970,2431,2294,1803,1746,2246,1860,1956,1938,1349,1306,1113,1242
24971,590,437,1674,1756,1612,1511,52,75,102,73,35,16
24972,720,590,598,519,492,564,936,847,822,814,310,301
24973,820,752,2054,1525,1340,1344,67,58,44,23,12,3
24974,194,207,230,201,237,260,173,194,76,69,49,41
24975,4,2,2,2,1,2,1,3,0,1,0,0
24976,100,143,156,160,134,168,203,148,46,28,41,39
24977,1308,1593,3288,2453,1305,1146,749,807,415,367,117,122
24978,0,3,2,0,0,0,0,1,0,1,0,0
24979,704,617,854,803,689,571,1497,1301,1443,1253,1124,1122
24980,283,305,297,272,268,224,201,322,409,303,167,169
24981,35360,36335,67560,67292,72990,62547,3525,4243,1749,2263,696,691
24982,0,1,0,0,1,0,0,0,0,0,0,0
24983,1437,1610,1551,1926,771,868,1059,1368,1862,1560,567,556
24984,0,0,0,0,0,0,0,0,0,1,0,0
24985,11,15,13,17,13,11,7,10,5,1,4,3
24986,0,0,0,0,0,0,0,0,0,0,0,0
24987,50,55,34,69,46,44,16,20,17,9,16,15
24988,1174,1221,1125,1384,1940,1767,955,887,641,700,805,871
24989,0,0,0,1,1,0,0,0,0,0,0,0
24990,0,0,0,0,0,0,0,0,0,0,0,0
24991,234,208,289,270,261,282,389,389,700,779,1255,1297
24992,54,61,74,58,67,77,15,17,5,2,2,2
24993,3,5,7,7,5,8,2,4,0,2,2,1
24994,1,0,0,0,0,0,0,0,0,0,0,0
24995,263,287,273,241,228,257,361,342,137,103,100,92
24996,9091,7654,6348,9044,16617,12068,19599,20575,2624,3485,351,249
24997,2,1,4,1,5,3,6,13,1,2,1,2
24998,78,77,36,52,112,79,190,189,26,33,1,3
24999,0,0,0,0,0,0,0,0,0,0,0,0
25000,0,0,0,0,0,0,0,0,0,0,0,0
25001,2363,2089,2677,2690,2945,2672,1287,1362,901,846,346,346
25002,661,660,775,766,696,632,732,711,618,501,381,371
25003,0,0,0,0,0,0,2,1,0,0,0,0
25004,12,37,2,8,2,6,3,4,0,0,0,0
25005,2850,3471,3432,3205,2794,2651,2688,3336,2496,2507,851,832
25006,159,141,187,165,48,60,279,367,252,171,287,196
25007,1266,1169,1597,1446,912,887,1418,1681,1469,1512,620,609
25008,2819,2673,3025,2611,1947,1692,2765,3020,2088,1983,950,897
25009,573,550,880,912,969,825,1094,1241,812,799,1314,1439
25010,1605,1742,1712,1671,1553,1546,6118,6146,1937,1710,1247,1228
25011,0,0,0,0,0,0,2,2,0,0,0,0
25012,1,0,1,1,0,0,64,57,3,6,4,5
25013,147,208,35,25,9,20,7,11,39,34,35,60
25014,14,6,7,8,9,5,1,4,3,5,3,2
25015,3268,3215,3163,2906,2745,2713,3999,3835,3402,2825,2636,2636
25016,93,116,46,45,44,59,485,381,104,114,53,67
25017,1937,1586,1388,958,755,621,6586,7073,4504,3403,824,808
25018,3946,3677,3328,2946,3661,3135,3774,5023,2179,1995,1073,924
25019,54,51,46,39,15,19,67,57,68,56,28,23
25020,742,595,490,396,473,520,1060,1076,609,502,434,540
25021,0,0,0,0,0,0,0,0,0,0,0,0
25022,87,56,33,25,16,9,37,35,3,6,2,0
25023,300,201,202,166,137,200,177,164,58,44,31,35
25024,0,0,1,0,0,1,1,1,1,0,0,1
25025,1612,1307,1412,1066,1213,1143,1116,1249,858,833,564,517
25026,32966,34011,45571,42924,34923,30772,16382,18283,16637,15479,6405,6351
25027,2,2,10,7,7,14,9,7,4,11,3,4
25028,0,0,0,0,0,0,0,0,0,0,0,0
25029,72,34,42,23,22,36,7,8,0,0,1,0
25030,166,132,138,101,98,129,22,11,1,2,1,2
25031,31,29,20,35,18,17,13,11,3,3,0,0
25032,78,65,82,68,81,81,116,109,55,65,34,19
25033,1387,1553,901,1026,1300,1272,1785,1672,1240,1496,1078,1140
25034,113,103,84,75,61,61,162,163,137,122,120,137
25035,101,79,95,78,95,101,119,119,149,135,93,97
25036,1461,1688,2894,3107,3070,2191,132,164,48,32,28,29
25037,3,5,8,8,8,9,1,2,1,0,2,1
25038,426,392,469,317,187,170,563,544,560,460,211,205
25039,3,4,2,0,1,1,4,5,6,1,1,0
25040,4,12,11,4,2,1,6,3,19,21,0,1
25041,1,4,6,6,3,5,131,215,102,164,183,187
25042,0,0,0,0,0,0,0,0,0,0,1,0
25043,0,0,0,1,0,1,0,0,0,1,0,0
25044,904,767,626,529,609,934,940,833,1298,1232,581,484
25045,1828,1533,1674,1677,1763,1661,2052,2139,1584,1504,726,725
25046,1947,2051,1371,1360,1190,1110,394,461,193,134,176,152
25047,25,31,135,79,36,21,953,1588,2769,2815,1785,2020
25048,2,1,6,3,3,4,2,9,0,0,1,1
25049,121,105,76,69,65,66,292,367,142,139,77,73
25050,0,0,0,0,1,0,0,0,1,0,0,1
25051,4038,4284,6606,5614,3708,2911,3356,3267,3924,3448,1530,1439
25052,1,2,1,4,2,0,4,1,1,0,1,0
25053,566,584,534,456,310,351,953,891,1056,888,507,595
25054,1,1,1,1,0,1,4,1,3,0,1,0
25055,1911,1989,1357,1136,938,852,3736,4339,3879,3873,1514,1416
25056,145,131,210,241,190,172,38,43,14,17,12,22
25057,318,239,391,396,355,352,300,323,235,208,28,32
25058,12,6,2,2,1,2,3,2,1,1,0,0
25059,11,17,3,6,0,1,3,4,2,0,0,0
25060,44,76,91,175,160,180,11,12,0,1,7,4
25061,0,0,0,0,2,1,0,0,0,0,0,0
25062,1,0,3,2,2,4,1,0,0,0,0,0
25063,333,380,498,462,396,306,277,325,362,273,74,108
25064,0,0,0,0,1,0,0,1,0,0,0,0
25065,0,0,0,0,0,0,0,0,0,0,0,0
25066,2,7,30,29,17,19,0,0,0,0,1,0
25067,1,0,1,0,1,0,0,0,1,1,0,0
25068,389,353,423,534,589,588,554,475,231,271,59,67
25069,3,5,2,5,4,3,3,3,0,4,0,0
25070,0,0,3,1,6,4,1,0,0,0,0,0
25071,1754,1358,2262,1596,1013,980,3020,5504,2215,2025,1342,1183
25072,1498,1375,1750,1361,1798,1767,1095,1127,1640,1765,7413,7869
25073,0,0,0,0,0,0,0,0,0,0,0,0
25074,565,501,707,737,869,884,503,482,464,451,594,656
25075,663,553,543,504,636,626,721,550,354,308,248,237
25076,69,52,65,46,45,34,76,97,39,52,30,19
25077,0,3,1,6,3,5,8,15,5,5,1,2
25078,273,260,657,573,268,221,469,264,628,895,250,209
25079,0,0,0,1,0,0,0,0,0,0,3,0
25080,0,0,0,1,0,0,0,0,0,0,0,0
25081,0,0,0,0,0,0,2,0,0,1,1,1
25082,0,0,0,0,0,0,0,0,0,0,0,0
25083,0,0,0,0,0,0,0,0,0,0,0,0
25084,0,0,0,0,0,0,3,2,10,10,7,3
25085,0,0,0,0,1,1,0,2,0,1,0,0
25086,0,0,0,1,0,1,0,0,0,0,0,0
25087,11,10,2,2,1,1,5,1,4,8,6,0
25088,129,89,74,82,50,59,67,102,43,22,44,55
25089,152,129,156,140,127,123,207,238,275,213,275,282
25090,75725,79251,73310,64882,50097,45516,105118,110555,90719,82344,31373,31642
25091,22,23,30,34,20,16,23,29,29,14,4,8
25092,210,173,207,194,282,316,381,397,494,690,431,387
25093,344,243,566,772,2566,2048,4,11,6,1,7,4
25094,0,3,2,1,0,0,1,0,0,0,1,3
25095,4457,4243,2570,4231,4806,3538,164,155,30,30,13,11
25096,167,160,251,225,161,145,240,205,209,195,249,240
25097,1,0,0,0,1,0,0,0,0,1,0,0
25098,2866,2660,3502,3036,2976,2570,1946,2027,1107,1073,1015,1074
25099,0,0,0,0,0,0,0,0,0,0,0,0
25100,33,24,39,53,74,63,0,0,1,0,0,0
25101,15,23,25,30,37,41,0,0,1,0,0,0
25102,347,333,518,598,904,939,7,17,4,3,1,1
25103,4100,3874,4213,3428,3062,2745,3203,3541,2580,2502,1236,1160
25104,998,981,864,901,1111,1070,2307,2499,1328,1947,776,796
25105,0,0,0,0,0,0,0,1,0,0,0,0
25106,0,0,0,0,0,0,0,0,0,0,0,0
25107,0,0,0,0,0,0,0,0,0,0,0,0
25108,17,14,6,4,2,3,3,4,6,0,1,0
25109,231,171,197,183,152,187,54,43,13,12,1,0
25110,2452,2056,2053,1963,2234,2206,1848,1588,1584,1401,1450,1552
25111,558,599,1206,1105,932,758,536,464,190,182,79,85
25112,217,154,214,140,153,172,52,27,5,4,9,10
25113,277,233,178,165,138,127,931,951,863,719,344,288
25114,0,0,0,0,0,0,0,0,0,0,0,0
25115,1232,1258,906,769,608,529,12,15,7,5,1,2
25116,130,144,114,121,31,32,76,88,65,34,98,63
25117,544,412,595,450,476,469,618,582,562,344,417,423
25118,0,0,0,0,0,0,0,0,0,0,0,0
25119,670,380,394,293,255,297,216,217,67,72,154,172
25120,999,877,955,777,785,729,1265,1322,1236,924,1544,1572
25121,104,82,102,119,107,114,16,18,8,6,1,2
25122,4067,5151,7723,7848,4913,3280,854,1068,533,514,74,41
25123,57,41,42,39,14,19,69,61,47,36,10,13
25124,1031,723,655,604,949,926,607,519,128,121,101,102
25125,184,132,143,145,118,94,425,387,365,307,391,398
