,MCL1-DG_BC2CTUACXX_ACTTGA_L002_R1,MCL1-DH_BC2CTUACXX_CAGATC_L002_R1,MCL1-DI_BC2CTUACXX_ACAGTG_L002_R1,MCL1-DJ_BC2CTUACXX_CGATGT_L002_R1,MCL1-DK_BC2CTUACXX_TTAGGC_L002_R1,MCL1-DL_BC2CTUACXX_ATCACG_L002_R1,MCL1-LA_BC2CTUACXX_GATCAG_L001_R1,MCL1-LB_BC2CTUACXX_TGACCA_L001_R1,MCL1-LC_BC2CTUACXX_GCCAAT_L001_R1,MCL1-LD_BC2CTUACXX_GGCTAC_L001_R1,MCL1-LE_BC2CTUACXX_TAGCTT_L001_R1,MCL1-LF_BC2CTUACXX_CTTGTA_L001_R1
24175,0,0,0,0,0,0,0,0,0,0,0,0
24176,1,5,0,1,3,0,0,1,0,0,2,0
24177,158,126,123,98,113,143,192,167,143,107,99,102
24178,388,349,340,321,422,400,409,414,342,260,256,292
24179,120,161,100,170,118,141,68,69,21,27,5,4
24180,507,526,691,546,455,392,492,480,543,365,348,404
24181,52,42,55,54,63,66,62,51,55,67,35,48
24182,626,463,481,419,645,755,604,656,353,337,158,185
24183,10,21,68,114,53,67,1,12,1,0,1,0
24184,338,371,583,685,474,541,167,237,355,366,109,113
24185,1044,1388,2693,2792,1644,1170,768,986,1063,852,527,515
24186,1188,1271,1854,1966,2020,1948,701,656,562,762,105,109
24187,68,70,48,62,28,32,31,47,248,354,479,456
24188,0,0,1,0,0,0,0,0,0,1,2,0
24189,1165,1103,820,773,744,677,670,732,335,306,173,161
24190,1012,1067,1079,971,785,720,1175,1404,1591,1210,804,826
24191,1,2,4,3,0,1,0,2,1,1,0,0
24192,3,6,10,22,3,4,5,1,6,6,1,1
24193,0,0,0,0,0,0,0,0,0,0,0,0
24194,12,48,76,105,53,67,9,24,28,16,21,43
24195,0,0,0,0,0,0,0,0,0,0,0,0
24196,0,1,3,0,0,1,1,0,1,0,0,0
24197,0,0,3,3,4,1,0,0,0,0,0,0
24198,1,0,2,2,4,2,1,1,1,0,1,0
24199,0,1,1,1,0,0,0,0,0,0,0,0
24200,3,0,1,1,1,0,2,0,6,6,0,0
24201,4864,4597,6194,5570,5121,4075,7958,6659,4176,3311,1557,1433
24202,2188,2006,3939,3058,2015,1652,3027,2578,3392,2550,824,708
24203,2544,2417,3794,3234,1810,1162,5345,4616,3243,3077,3025,2283
24204,8902,8951,14053,12566,9085,7306,2981,3212,3652,3327,1053,1043
24205,88,96,96,92,81,51,75,77,37,41,16,15
24206,275,238,186,148,108,104,373,429,122,95,91,95
24207,0,0,0,0,0,0,0,0,0,0,0,0
24208,0,0,0,0,0,0,0,0,0,0,0,0
24209,36,36,16,34,25,10,389,441,0,2,3,1
24210,399,353,535,511,636,608,2033,3320,152,124,44,39
24211,87,61,126,95,93,91,288,345,26,16,12,2
24212,3987,6047,2752,3088,2989,2966,2233,2448,1217,1361,555,555
24213,0,0,0,0,0,0,0,0,0,0,0,1
24214,0,1,1,0,0,0,0,0,0,0,0,0
24215,0,0,0,0,0,0,0,0,0,0,0,0
24216,239,189,217,155,225,242,352,366,191,135,47,54
24217,730,580,569,609,986,730,346,335,164,178,146,143
24218,2213,2123,3690,3812,3857,2904,1679,1705,884,1083,425,396
24219,0,0,0,0,1,0,0,0,0,0,0,0
24220,1462,1544,2204,1607,1663,1587,1417,1353,1690,1420,1762,1698
24221,758,611,670,485,425,508,604,595,560,396,338,278
24222,615,570,669,507,521,588,700,787,551,508,330,316
24223,492,545,642,523,415,516,497,538,687,864,323,291
24224,580,538,198,156,117,113,1158,1012,536,733,139,129
24225,0,2,7,3,13,3,1,4,3,1,3,1
24226,1207,1032,1041,972,928,899,1364,1380,1357,1223,812,807
24227,8442,8366,13415,14337,18151,15753,2997,3466,5711,5062,3706,3086
24228,9,9,17,9,10,9,4,2,12,13,9,7
24229,64,89,146,94,66,78,142,76,413,305,746,944
24230,0,1,1,0,0,0,0,0,0,1,0,0
24231,82,64,87,73,42,58,151,146,87,77,74,80
24232,438,367,451,351,390,307,505,495,397,267,322,325
24233,22,25,18,2,9,9,4,1,2,0,2,0
24234,18,20,3,4,3,1,0,0,0,0,0,0
24235,1555,2116,2447,2327,1587,997,198,188,293,208,400,366
24236,2,0,60,38,31,32,8,10,1611,2232,4179,4532
24237,5,3,10,13,12,8,14,10,140,145,265,365
24238,426,340,295,240,250,275,476,588,422,366,269,300
24239,494,531,869,825,674,689,826,901,1490,1939,1112,1148
24240,2927,2183,1984,1672,1521,1496,1900,1741,1965,1736,1313,1829
24241,467,324,358,305,370,408,504,494,308,207,302,335
24242,0,0,0,1,0,0,0,0,0,0,0,0
24243,321,273,577,726,424,418,116,140,80,44,67,84
24244,2,7,4,3,0,1,5,2,1,0,0,0
24245,0,0,0,0,0,0,0,0,0,0,0,0
24246,321,311,346,380,353,321,111,116,49,43,58,54
24247,0,0,0,0,0,0,0,0,0,0,0,0
24248,256,170,56,93,15,25,0,0,0,1,0,0
24249,959,895,923,747,857,774,911,1084,1148,887,780,708
24250,35,69,37,44,43,38,14,13,0,1,1,3
24251,0,0,0,0,0,0,0,0,0,0,0,0
24252,0,0,1,0,0,0,0,0,0,0,0,0
24253,45,38,41,31,20,17,54,50,16,25,10,10
24254,0,0,0,0,0,0,0,0,0,0,0,0
24255,0,0,0,0,0,0,22,19,0,0,0,0
24256,0,0,0,0,0,0,0,0,0,0,0,0
24257,0,0,0,0,0,0,0,0,0,0,0,0
24258,0,0,0,0,0,0,0,0,0,0,0,0
24259,0,0,0,0,0,0,0,0,0,0,0,0
24260,0,0,0,0,0,0,0,0,0,0,0,0
24261,0,0,0,0,0,0,0,0,0,0,0,0
24262,0,0,0,0,0,0,0,0,0,0,0,0
24263,0,0,0,0,0,0,0,0,0,0,0,0
24264,0,0,0,0,0,0,0,0,0,0,0,0
24265,0,0,0,0,0,0,0,0,0,0,0,0
24266,0,0,0,0,0,0,0,0,0,0,0,0
24267,0,0,0,0,0,0,0,0,0,0,0,0
24268,0,0,0,0,0,0,0,0,0,0,0,0
24269,0,0,0,0,0,0,0,0,0,0,0,0
24270,0,0,0,0,0,0,0,0,0,0,0,0
24271,0,0,0,0,0,0,0,0,0,0,0,0
24272,0,0,0,0,0,0,0,0,0,0,0,0
24273,0,0,0,0,0,0,0,0,0,0,0,0
24274,0,0,0,0,0,0,0,0,0,0,0,0
24275,577,572,516,476,518,518,586,606,392,442,233,254
24276,6,1,0,2,3,0,2,3,2,2,0,3
24277,0,0,0,0,0,0,0,0,0,0,0,0
24278,0,0,0,0,0,0,0,0,0,0,0,0
24279,0,0,0,0,0,0,0,0,0,0,0,0
24280,0,0,0,0,0,0,0,0,0,0,0,0
24281,0,0,0,0,0,0,0,0,0,0,0,0
24282,0,0,0,0,0,0,0,0,0,0,0,0
24283,0,0,0,0,0,0,0,0,0,0,0,0
24284,0,0,0,0,0,0,0,0,0,0,0,0
24285,0,0,0,0,0,0,0,0,0,0,0,0
24286,0,0,0,0,0,0,0,0,0,0,0,0
24287,0,0,0,0,0,0,0,0,0,0,0,0
24288,0,0,0,0,0,0,0,0,0,0,0,0
24289,0,0,0,0,0,0,0,0,0,0,0,0
24290,0,0,0,0,0,0,0,0,0,0,0,0
24291,0,0,0,0,0,0,0,0,0,0,0,0
24292,0,0,0,0,0,1,0,1,0,0,0,1
24293,145,117,76,89,105,84,122,133,76,88,47,36
24294,316,254,232,178,186,192,774,858,353,311,104,108
24295,222,157,151,126,250,268,267,270,134,154,80,102
24296,802,764,547,439,563,651,1168,1233,910,795,392,383
24297,92,51,48,45,47,72,46,59,29,21,31,35
24298,19,21,6,11,13,7,10,22,14,14,17,20
24299,228,259,321,180,170,177,265,306,304,252,114,164
24300,1209,950,1041,950,938,804,1860,1726,1538,1440,1070,1048
24301,756,640,788,658,519,507,665,691,494,379,376,430
24302,39,57,73,26,17,6,15,10,11,8,2,3
24303,137,143,307,451,316,278,55,66,46,28,27,32
24304,0,1,0,0,0,0,1,1,0,0,0,0
24305,359,336,436,409,186,227,374,439,332,192,106,101
24306,12,6,4,6,2,7,50,64,9,11,14,6
24307,1611,1607,1450,1326,434,363,1500,1291,1052,1124,317,432
24308,2068,1919,2321,1939,1386,1320,2585,2792,3138,2677,1635,1703
24309,2538,2239,1675,1338,1026,887,4795,5046,3783,2701,1537,1459
24310,315,292,265,174,198,149,1790,1977,1812,1312,486,381
24311,931,827,1064,895,755,776,821,941,840,726,465,471
24312,57688,51460,44724,34713,29185,28850,10858,12125,13918,11701,3337,2771
24313,73,56,41,34,50,44,3,17,1,7,4,8
24314,3,10,3,2,2,2,0,0,0,1,0,0
24315,94,81,91,92,98,139,2,13,13,8,3,4
24316,1,0,1,0,0,0,0,0,0,0,0,0
24317,37,23,23,31,35,20,11,20,15,15,5,1
24318,447,376,417,331,284,307,484,571,522,459,182,157
24319,2451,2075,2592,1890,1311,1264,2112,2267,2599,1930,1187,1050
24320,620,509,527,564,710,829,688,824,872,806,355,391
24321,3827,3320,3530,3054,2607,2416,4337,4790,4612,3877,1628,1607
24322,364,455,219,219,135,140,211,291,106,106,56,54
24323,10,13,11,5,7,4,11,14,10,9,4,5
24324,539,445,413,338,359,456,618,682,669,568,414,399
24325,5,4,11,8,16,19,1,3,0,0,1,0
24326,236,182,209,186,194,225,490,520,344,283,222,270
24327,667,586,522,422,347,368,673,671,505,472,287,339
24328,435,306,376,347,435,416,138,154,95,91,124,112
24329,584,416,561,471,422,352,1895,1886,2612,2367,1719,1810
24330,3669,3495,3450,3739,3782,3836,2175,2868,888,981,821,954
24331,4040,3423,3844,2997,1868,1800,3216,3334,2139,1798,793,822
24332,49,56,39,22,27,11,31,26,12,14,8,2
24333,625,467,453,320,218,210,1135,1081,546,494,316,424
24334,1978,1634,2495,2257,1988,1966,2521,2833,2577,2287,1797,2014
24335,0,0,2,1,1,0,1,2,1,1,1,0
24336,604,449,506,393,379,362,505,502,465,353,159,131
24337,66,72,111,127,152,163,21,31,10,11,3,6
24338,1488,1138,1464,1149,1078,1083,1176,1254,810,606,256,242
24339,466,377,436,360,392,400,442,488,567,505,386,410
24340,1306,1070,1180,949,820,818,920,1001,988,838,639,665
24341,0,0,0,0,0,1,0,0,0,0,0,0
24342,0,0,0,0,0,0,0,0,0,0,0,0
24343,4258,3492,4366,4246,3896,3824,3837,3897,3367,2779,1830,1896
24344,3093,2621,5496,5403,12117,10098,2516,2891,2445,2171,3675,4066
24345,128,109,95,83,13,13,212,235,156,81,210,117
24346,1072,898,1509,1509,2481,2484,329,364,140,185,168,186
24347,1137,1368,828,883,739,832,581,760,311,361,114,158
24348,2,0,1,5,0,0,0,1,0,0,1,0
24349,0,0,0,0,0,0,0,0,0,0,0,0
24350,229,185,88,109,207,208,744,783,790,764,854,903
24351,217,181,215,226,287,257,705,640,543,576,350,335
24352,31,39,17,35,38,38,144,141,31,57,42,34
24353,93,108,90,84,108,128,210,292,72,74,60,80
24354,31,24,29,20,29,31,51,41,35,30,29,51
24355,19,15,26,22,15,19,6,8,11,2,2,2
24356,538,531,631,541,512,608,729,804,344,375,236,262
24357,25,9,3,2,1,6,0,2,0,0,0,1
24358,2467,1939,1928,1635,1230,1237,3034,3394,2738,2758,1636,1723
24359,49,35,49,46,42,20,6,9,8,3,1,1
24360,452,333,362,326,260,328,302,345,285,229,88,108
24361,25,22,23,32,31,34,25,43,19,34,9,12
24362,323,211,423,391,329,284,285,291,318,247,264,251
24363,348,302,434,494,371,309,565,602,570,526,485,481
24364,24492,18076,50956,59503,67080,57619,35,64,110,119,41,58
24365,513,424,441,411,428,393,722,792,697,543,577,549
24366,928,1198,1998,1990,1602,1508,535,561,637,749,914,971
24367,96,56,139,109,106,116,201,204,171,142,147,163
24368,0,0,0,0,2,0,6,3,0,6,1,5
24369,0,0,0,1,0,0,38,7,7,4,0,1
24370,123,122,150,137,175,153,290,294,144,120,78,113
24371,23,37,17,14,14,24,52,50,13,11,16,19
24372,45,80,39,42,73,70,296,292,156,167,170,178
24373,0,0,0,1,0,1,0,0,1,0,0,1
24374,443,545,544,452,123,111,671,776,224,169,360,232
24375,43,28,11,21,20,14,67,85,8,6,3,2
24376,407,345,239,261,240,264,810,768,403,362,312,303
24377,543,588,459,558,556,505,749,713,164,193,157,153
24378,13,5,25,9,6,10,7,9,2,0,6,1
24379,1,0,0,0,0,0,0,0,0,0,0,0
24380,932,796,1085,813,937,884,241,238,265,186,180,166
24381,0,0,0,0,0,0,0,0,0,0,0,0
24382,0,0,0,0,0,0,0,0,0,0,0,0
24383,0,0,0,0,0,0,0,0,0,0,0,0
24384,1531,1450,1470,1285,1131,1060,1229,1302,1027,967,472,486
24385,3636,3519,4755,4056,4058,3345,2222,2404,2306,2551,1045,996
24386,139,169,126,101,39,33,81,98,53,129,46,52
24387,3,0,0,0,0,0,0,0,0,0,0,0
24388,245,280,75,117,100,131,20,14,1,1,2,1
24389,44,32,0,0,0,1,0,0,0,0,0,0
24390,0,2,0,0,0,0,0,0,0,0,1,0
24391,448,437,482,451,412,496,503,545,667,537,697,680
24392,126,107,179,121,110,88,186,177,146,93,128,152
24393,978,776,901,793,907,918,755,725,723,572,613,592
24394,832,753,731,658,436,440,1063,914,624,494,662,556
24395,112,98,189,125,101,91,20,23,18,8,24,17
24396,57,44,58,57,28,19,20,32,3,7,2,3
24397,116,97,124,139,78,75,49,55,7,10,3,6
24398,0,0,0,0,0,0,0,0,0,0,0,0
24399,38,47,475,108,13,4,4,9,16,2,0,0
24400,0,11,11,6,8,11,0,1,0,0,0,0
24401,649,553,564,518,657,692,695,692,613,561,639,635
24402,518,295,68,63,69,61,772,767,174,131,107,148
24403,516,304,219,161,109,85,376,312,329,223,227,197
24404,1614,1400,1020,911,785,821,927,849,811,767,445,328
24405,3,1,0,1,1,1,4,0,1,0,0,1
24406,3011,2153,916,675,376,383,13164,14032,10332,10320,6192,6280
24407,24238,24052,27037,26096,24346,22351,12784,12965,8248,6844,3053,2913
24408,439,442,513,383,350,317,423,399,461,436,260,237
24409,0,0,1,0,0,1,0,1,0,1,0,0
24410,196,161,102,90,124,154,192,208,174,143,116,124
24411,839,609,617,498,402,447,831,928,854,829,318,389
24412,3,1,0,0,0,0,2,2,0,0,0,0
24413,104,121,104,67,285,292,942,940,1387,1411,277,265
24414,3024,2866,1679,1870,1974,1807,1158,1172,856,828,448,437
24415,1,2,4,4,6,3,0,1,0,0,0,0
24416,0,0,1,0,0,0,0,0,0,0,0,0
24417,0,0,0,0,0,0,0,0,0,0,0,0
24418,143,204,90,108,49,46,21,28,7,4,1,7
24419,2403,3117,7411,5275,1742,1341,1427,1888,362,524,66,51
24420,99,101,138,119,69,79,165,177,192,137,133,151
24421,0,0,0,0,0,0,0,0,0,0,0,0
24422,655,835,2091,2016,1362,1162,39,60,261,231,19,28
24423,2,3,7,4,6,0,0,0,0,1,0,0
24424,397,527,930,645,576,517,272,252,870,1213,897,1075
24425,33,39,79,69,108,72,20,23,30,38,33,36
24426,373,369,543,468,344,399,623,671,641,567,409,402
24427,329,360,389,293,464,378,927,999,628,601,1052,1173
24428,585,592,799,748,620,543,443,500,549,434,498,429
24429,2523,2331,2237,1953,1883,1683,2852,3009,4462,3769,5429,5047
24430,169,133,148,149,159,129,181,188,146,160,138,167
24431,319,316,361,321,325,304,490,497,386,360,195,211
24432,3,3,2,2,5,4,0,5,0,1,2,0
24433,10,10,15,12,8,3,14,17,14,14,4,4
24434,871,802,976,725,1342,1311,2296,1962,392,373,546,450
24435,0,0,3,4,4,0,0,0,0,0,1,0
24436,3,0,3,1,0,1,0,0,0,0,0,0
24437,137,156,172,107,95,72,170,152,116,102,60,80
24438,164,112,48,38,37,59,55,58,49,36,40,51
24439,0,0,1,1,1,1,0,2,0,1,0,0
24440,0,0,0,0,0,0,0,0,0,0,1,0
24441,2,0,2,3,3,2,3,0,4,0,1,0
24442,0,0,0,0,0,0,0,0,0,0,0,0
24443,0,0,0,0,0,0,0,0,0,0,0,0
24444,0,0,0,0,0,0,0,0,0,0,0,0
24445,0,0,0,0,0,0,6,0,2,13,32,29
24446,0,0,0,0,0,0,0,0,0,0,0,0
24447,0,0,0,0,0,0,0,0,0,0,0,0
24448,0,0,0,0,0,0,0,0,0,0,0,0
24449,0,0,0,0,0,0,0,0,0,0,0,0
24450,0,0,0,0,0,0,0,1,0,0,0,0
24451,0,1,0,0,0,0,0,3,4,27,3,0
24452,0,0,0,0,0,0,0,0,0,0,0,0
24453,0,0,0,0,0,0,0,0,0,0,0,0
24454,0,2,0,1,0,0,0,1,0,0,1,0
24455,0,0,2,1,0,0,0,1,1,3,1,0
24456,3,0,0,1,2,0,3,6,5,4,8,9
24457,302,238,179,147,46,51,311,285,322,148,322,317
24458,3725,3384,3787,3181,2400,2440,4850,5308,6516,5048,4568,4725
24459,1398,1288,1443,1331,1486,1486,2043,2062,1671,1532,1228,1133
24460,37,21,32,25,25,23,0,2,0,2,0,0
24461,701,832,887,918,870,937,47,39,7,6,11,12
24462,172,165,231,237,304,258,140,155,114,87,95,83
24463,23,26,47,40,64,55,4,7,4,6,2,2
24464,439,441,484,505,375,298,691,733,823,724,982,997
24465,37,38,24,27,38,34,49,43,33,21,16,14
24466,8,6,7,8,7,9,4,3,2,4,0,0
24467,315,444,168,184,124,176,90,113,34,25,14,17
24468,3,3,0,1,2,1,5,0,1,0,0,1
24469,417,355,245,227,191,221,280,344,140,170,68,70
24470,678,1019,360,387,333,321,163,232,70,66,25,33
24471,13,11,1,4,5,4,4,2,3,0,2,1
24472,42,25,12,14,34,20,2,2,0,0,2,0
24473,31,38,46,56,58,66,78,56,23,19,9,4
24474,214,238,158,188,194,187,342,330,239,229,187,176
24475,1555,1404,1438,1333,1209,1183,1733,1842,2057,1762,1168,1168
24476,6,10,0,0,0,0,0,0,0,2,0,0
24477,0,0,0,0,0,0,0,0,0,0,0,0
24478,0,0,0,0,0,0,0,0,0,0,0,0
24479,0,0,0,0,0,0,0,0,0,0,0,0
24480,0,0,0,0,0,0,0,0,0,0,0,0
24481,0,0,0,0,0,0,0,0,0,0,0,0
24482,0,0,0,0,0,0,0,0,0,0,0,0
24483,0,0,0,0,0,0,0,0,0,0,0,0
24484,0,0,0,0,0,0,0,0,0,0,0,0
24485,0,0,0,0,0,0,0,0,0,0,0,0
24486,0,0,0,0,0,0,0,0,0,0,0,0
24487,0,0,0,0,0,0,0,0,0,0,0,0
24488,0,0,0,0,0,0,0,0,0,0,0,0
24489,0,0,0,0,0,0,0,0,0,0,0,0
24490,0,0,0,0,0,0,0,0,0,0,0,0
24491,0,0,0,0,0,0,0,0,0,0,0,0
24492,0,0,0,0,0,0,0,0,0,0,0,0
24493,0,0,0,0,0,0,0,0,0,0,0,0
24494,0,0,0,0,0,0,0,0,0,0,0,0
24495,0,0,0,0,0,0,0,0,0,0,0,0
24496,0,0,0,0,0,0,0,0,0,0,0,0
24497,0,0,0,0,0,0,0,0,0,0,0,0
24498,0,0,0,0,0,0,0,0,0,0,0,0
24499,0,0,0,0,0,0,0,0,0,0,0,0
24500,0,0,0,0,0,0,0,0,0,0,0,0
24501,0,0,0,0,0,0,0,0,0,0,0,0
24502,0,0,0,0,0,0,0,0,0,0,0,0
24503,0,0,0,0,0,0,0,0,0,0,0,0
24504,0,0,0,0,0,0,0,0,0,0,0,0
24505,0,0,0,0,0,0,0,0,0,0,0,0
24506,0,0,0,0,0,0,0,0,0,0,0,0
24507,0,0,0,0,0,0,0,0,0,0,0,0
24508,0,0,0,0,0,0,0,0,0,0,0,0
24509,0,0,0,0,0,0,0,0,0,0,0,0
24510,0,0,0,0,0,0,0,0,0,0,0,0
24511,0,0,0,0,0,0,0,0,0,0,0,0
24512,0,0,0,0,0,0,0,0,0,0,0,0
24513,0,0,0,0,0,0,0,0,0,0,0,0
24514,0,0,0,0,0,0,0,0,0,0,0,0
24515,0,0,0,0,0,0,0,0,0,0,0,0
24516,0,0,0,0,0,0,0,0,0,0,0,0
24517,0,0,0,0,0,0,0,0,0,0,0,0
24518,0,0,0,0,0,0,0,0,0,0,0,0
24519,0,0,0,0,0,0,0,0,0,0,0,0
24520,1224,1071,1292,1383,1590,1510,1743,1854,1190,1533,629,655
24521,13,7,16,1,12,14,12,12,5,7,5,1
24522,3,3,0,1,0,2,0,0,0,0,0,0
24523,0,0,0,0,0,0,0,0,0,0,0,0
24524,0,0,0,0,0,0,0,0,0,0,0,0
24525,0,0,0,0,0,0,0,0,0,0,0,0
24526,0,0,0,0,0,0,0,0,0,0,0,0
24527,0,0,0,0,0,0,0,0,0,0,0,0
24528,0,0,0,0,0,0,0,0,0,0,0,0
24529,0,0,0,0,0,0,0,0,0,0,0,0
24530,0,0,0,0,0,0,0,0,0,0,0,0
24531,0,0,0,0,0,0,0,0,0,0,1,0
24532,0,0,0,0,0,0,0,0,0,0,0,0
24533,0,0,0,0,0,0,0,0,0,0,0,0
24534,0,0,0,0,0,0,0,0,0,0,0,0
24535,0,0,0,0,0,0,0,0,0,0,0,0
24536,0,0,0,0,0,0,0,0,0,0,0,0
24537,0,0,0,0,0,0,0,0,0,0,0,0
24538,0,0,0,0,0,0,0,0,0,0,0,0
24539,0,0,0,0,0,0,0,0,0,0,0,0
24540,0,0,0,0,0,0,0,0,0,0,0,0
24541,0,0,0,0,0,0,0,0,0,0,0,0
24542,0,0,0,0,0,0,0,0,0,0,0,0
24543,0,0,0,0,0,0,0,0,0,0,0,0
24544,0,0,0,0,0,0,0,0,0,0,0,0
24545,0,0,0,0,0,0,0,0,0,0,0,0
24546,0,0,0,0,0,0,0,0,0,0,0,0
24547,0,0,0,0,0,0,0,0,0,0,0,0
24548,0,0,0,0,0,0,0,0,0,0,0,0
24549,0,0,0,0,0,0,0,0,0,0,0,0
24550,0,0,0,0,0,0,0,0,0,0,0,0
24551,2,4,0,2,1,0,0,1,2,0,0,1
24552,0,0,0,0,0,0,0,0,0,0,0,0
24553,0,0,0,0,0,0,0,0,0,0,0,0
24554,0,0,0,0,0,0,0,0,0,0,0,0
24555,0,0,0,0,0,0,0,0,0,0,0,0
24556,0,0,0,0,0,0,0,0,0,0,0,0
24557,0,0,0,0,0,0,0,0,0,0,0,0
24558,0,0,0,0,0,0,0,0,0,0,0,0
24559,0,0,0,0,0,0,0,0,0,0,0,0
24560,0,0,0,0,0,0,0,0,0,0,0,0
24561,0,0,0,0,0,0,0,0,0,0,0,0
24562,0,0,0,0,0,0,0,0,0,0,0,0
24563,0,0,0,0,0,0,0,0,0,0,0,0
24564,0,0,0,0,0,0,0,0,0,0,0,0
24565,0,0,0,0,0,0,0,0,0,0,0,0
24566,0,0,0,0,0,0,0,0,0,0,0,0
24567,0,0,0,0,0,0,0,0,0,0,0,0
24568,0,0,0,0,0,0,0,0,0,0,0,0
24569,0,0,0,0,0,0,0,0,0,0,0,0
24570,0,0,0,0,0,0,0,0,0,0,0,0
24571,0,0,0,0,0,0,0,0,0,0,0,0
24572,0,0,0,0,0,0,0,0,0,0,0,0
24573,76,43,69,67,61,52,33,36,33,30,7,10
24574,0,0,0,0,0,0,0,0,0,0,0,0
24575,0,0,0,0,0,0,0,0,0,0,0,0
24576,0,0,0,0,0,0,0,0,0,0,0,0
24577,0,0,0,0,0,0,0,1,0,0,0,0
24578,0,0,0,0,0,0,0,0,0,0,0,0
24579,0,0,0,0,0,0,0,0,0,0,0,0
24580,145,122,147,70,47,48,504,515,136,126,83,88
24581,4,5,0,3,4,1,2,3,2,1,0,2
24582,20,31,47,24,14,13,50,57,266,118,153,157
24583,0,0,1,0,0,0,0,0,11,6,11,17
24584,0,0,0,0,0,0,0,0,0,0,0,0
24585,997,658,2068,2129,3883,3202,20,24,129,138,37,42
24586,0,0,1,2,5,2,0,0,0,0,0,0
24587,71530,67776,60368,57452,48570,43777,45501,53576,52092,48631,22485,22697
24588,35,17,17,17,21,33,30,29,15,27,7,15
24589,51,48,28,28,22,44,51,39,34,35,19,45
24590,112,112,114,86,92,113,75,44,49,41,28,49
24591,0,0,2,3,0,0,1,0,1,0,0,0
24592,32,22,17,12,10,9,1,0,0,0,0,1
24593,1,0,3,7,1,0,0,1,2,1,1,0
24594,89,172,471,398,160,63,52,95,54,49,26,25
24595,0,0,1,1,0,0,0,0,0,0,0,0
24596,1,1,0,1,0,0,0,0,0,0,0,0
24597,14,17,19,13,10,18,0,1,0,0,0,1
24598,0,0,0,0,0,0,0,0,0,0,0,0
24599,0,0,0,0,0,0,0,0,0,0,0,0
24600,332,364,656,465,315,258,0,1,5,5,0,0
24601,0,0,0,1,0,0,0,0,0,0,0,0
24602,1637,1794,2092,2442,3316,2825,3443,3253,777,888,219,344
24603,0,0,0,1,0,0,2,7,4,3,9,5
24604,626,626,1692,1293,2100,1328,970,879,1171,1185,1026,1023
24605,3,2,5,3,0,2,0,2,1,2,1,2
24606,7,11,7,12,14,11,1,1,1,1,0,0
24607,545,523,632,608,875,815,307,316,145,164,115,98
24608,0,0,29,31,12,19,0,0,0,0,1,0
24609,6588,6752,4968,5302,6414,5638,4296,4322,2463,2096,944,901
24610,18,25,32,18,15,16,4,3,0,0,0,0
24611,3,3,2,0,0,1,16,16,1,3,1,0
24612,0,0,0,0,0,0,0,0,0,0,0,0
24613,217,245,295,205,81,75,133,122,74,49,16,7
24614,1,0,0,1,0,0,1,0,0,0,0,0
24615,7271,5585,5172,5447,8040,7814,452,368,20,29,35,46
24616,3596,3680,5210,5291,4157,3616,1064,1154,383,248,98,81
24617,0,0,0,0,0,0,0,0,0,0,0,0
24618,0,0,0,1,0,0,3,0,0,0,0,0
24619,134,183,184,256,427,363,12,32,8,11,16,18
24620,699,583,485,515,655,624,2341,1902,992,924,730,666
24621,0,0,0,0,0,0,0,0,0,0,0,0
24622,0,0,0,0,0,0,0,0,0,0,0,0
24623,99,78,93,93,70,57,123,110,136,112,125,105
24624,33,47,50,73,168,126,7,8,2,2,4,1
24625,6145,4784,2924,3112,6204,5221,1283,1311,605,587,140,147
24626,910,803,907,820,873,741,799,859,688,636,226,238
24627,113,86,57,84,519,579,0,0,0,0,0,0
24628,54,28,42,42,340,385,9,11,3,5,3,3
24629,284,190,203,215,257,326,447,581,401,404,249,294
24630,126,114,71,65,77,81,58,65,17,17,3,1
24631,329,317,199,147,151,155,412,491,404,315,223,246
24632,818,644,444,331,407,472,839,843,539,553,357,358
24633,318,300,250,177,153,137,502,485,895,715,698,752
24634,1013,716,378,255,223,341,723,843,535,316,458,277
24635,231,179,222,156,151,154,466,435,675,467,460,442
24636,1027,735,709,591,633,679,1027,1063,1076,1012,549,547
24637,4517,4420,8008,8561,8510,7004,1655,1812,1052,1226,543,551
24638,5590,4143,4006,2513,1647,1590,4227,4754,3837,2303,2387,2175
24639,98,105,80,59,58,77,211,154,105,104,96,109
24640,619,552,442,345,391,417,663,731,648,537,435,418
24641,2849,3068,2566,2271,1342,1285,3474,3198,2658,2506,1333,1349
24642,230,204,147,138,140,163,312,306,291,255,137,140
24643,0,0,0,0,0,0,1,0,0,0,0,0
24644,8,6,1,0,1,2,246,326,20,14,38,33
24645,13,13,24,25,29,40,39,34,7,7,21,16
24646,2214,1501,1341,1027,1378,1697,1880,2055,979,917,538,731
24647,23,14,12,4,5,16,13,12,3,8,6,6
24648,5902,6002,5784,5036,4507,4022,7182,7720,5551,5331,3223,3025
24649,1,0,1,0,0,0,1,0,0,0,0,1
24650,6935,4441,4109,3595,4282,4422,514,646,239,413,2015,2943
24651,9,8,14,13,7,15,22,14,8,11,16,17
24652,2950,3074,2794,2365,2282,2052,3609,4050,4559,3579,4412,4188
24653,823,849,807,852,923,962,1004,1094,861,919,587,530
24654,56,60,87,103,75,68,59,85,22,25,26,37
24655,7,4,3,2,5,6,40,81,15,10,25,15
